Resource ID,Service Name,Usage Quantity,Usage Unit,Region/Zone,CPU Utilization (%),Memory Utilization (%),Network Inbound Data (Bytes),Network Outbound Data (Bytes),Usage Start Date,Usage End Date,Cost per Quantity ($),Unrounded Cost ($),Rounded Cost ($),Total Cost (INR)
res-39FWQC69,Cloud Storage,152.5828,GB,europe-north1,31.48,80.03,74586150767,81343833263,19-07-2024 09:33,20-07-2024 23:16,1.54,234.98,235,19505
res-3PG1IW3C,Container Registry,250.3807,Requests,asia-east1,78.41,51.91,56910738249,57959808540,03-07-2024 21:21,07-07-2024 19:42,3.77,943.94,944,78352
res-PJBYZUOO,Cloud Dataproc,376.8075,Requests,us-east1,20.6,1.99,39391998186,44986088106,02-08-2024 03:07,07-08-2024 04:02,1.35,508.69,509,42247
res-67NUV63U,Pub/Sub,881.6954,GB,europe-north1,29.61,41.17,52142857257,54045175891,10-08-2024 02:40,13-08-2024 13:11,8.63,7609.03,7609,631547
res-5QMXZ068,Pub/Sub,468.1951,GB,asia-southeast1,92.1,60.77,81939046283,86683174597,04-08-2024 06:10,08-08-2024 16:29,1.54,721.02,721,59843
res-DJYS3EO0,Cloud Build,113.9094,GB,europe-north1,60.01,78.71,25364257534,35178408351,01-07-2024 21:22,07-07-2024 12:29,4.63,527.4,527,43741
res-K8RTFPZB,Firestore,23.909,GB,asia-northeast1,68.87,77.27,37307161780,39665526563,19-07-2024 07:23,20-07-2024 23:15,3.46,82.73,83,6889
res-LMD14FLO,Cloud Load Balancing,79.1905,Requests,europe-north1,98.14,55.84,86611985073,88475289609,17-08-2024 09:17,18-08-2024 15:53,5.37,425.25,425,35275
res-1L3R61L2,Cloud Storage,366.9656,Requests,northamerica-northeast1,84.63,96.47,40233865968,49040528356,18-07-2024 06:30,23-07-2024 02:34,8.88,3258.65,3259,270497
res-6P1VN6A6,Cloud Run,117.0833,Hours,australia-southeast1,87.35,70.7,51699509941,56177287267,06-08-2024 05:50,11-08-2024 02:55,5.94,695.47,695,57685
res-8IM8M8TY,Compute Engine,105.0167,Hours,asia-east1,60.48,2.65,93138542890,93485815275,16-08-2024 23:35,21-08-2024 08:36,9.2,966.15,966,80178
res-CFVZ9YM8,Cloud VPC,636.7192,Requests,europe-north1,69.63,29.21,3777085117,6701606221,04-07-2024 12:00,10-07-2024 08:40,1.12,713.13,713,59179
res-RZPR26RG,Cloud Storage,753.0083,GB,us-central1,26.45,34.41,72340339037,74874466857,08-07-2024 19:27,13-07-2024 19:55,4.34,3268.06,3268,271244
res-0D7YRCPL,Cloud Data Fusion,460.4479,GB,us-west1,68.88,94.74,73702127574,74049499148,11-08-2024 21:30,15-08-2024 17:33,6.96,3204.72,3205,266015
res-IK64CSKN,Kubernetes Engine,103.3,Hours,us-west1,18.42,2.48,40692757568,45569071764,31-07-2024 00:35,04-08-2024 07:53,8.19,846.03,846,70218
res-K7ZK8W1L,Cloud CDN,618.0578,GB,europe-west3,37.03,47.91,88779763311,89159125555,05-08-2024 04:10,07-08-2024 13:35,9.39,5803.56,5804,481732
res-78Q0LVMD,Cloud Spanner,788.1574,GB,southamerica-east1,13.67,83.33,57395783635,66477797434,04-08-2024 07:26,06-08-2024 16:56,2.61,2057.09,2057,170731
res-JWK1VY6C,Cloud VPC,217.147,GB,southamerica-east1,27.43,84.27,83416670685,88105164618,01-08-2024 06:24,05-08-2024 01:48,7.5,1628.6,1629,135207
res-S7Q4AYVH,Kubernetes Engine,116.3833,Hours,us-central1,93.19,83.81,53504390791,58269033764,14-07-2024 01:53,18-07-2024 22:16,5.32,619.16,619,51377
res-0DCGVMQZ,Dataflow,34.35,Hours,australia-southeast1,43.47,0.06,63239879907,65056157071,04-08-2024 08:13,05-08-2024 18:34,1.06,36.41,36,2988
res-67MMOXFA,Cloud VPN,375.6492,GB,asia-northeast1,29.57,45.03,50490854855,60271962685,13-07-2024 18:09,15-07-2024 14:37,1.25,469.56,470,39010
res-8YQ9D8TD,Kubernetes Engine,73.45,Hours,europe-west1,56.31,71.53,93719184439,1.00431E+11,04-08-2024 04:48,07-08-2024 06:15,7.25,532.51,533,44239
res-QMUAHM07,BigQuery,53.5267,Requests,us-west1,15.56,49.7,51211702000,58407799456,11-08-2024 02:18,12-08-2024 10:53,9.83,526.17,526,43658
res-O6M9SSN4,Cloud Functions,64.4,Hours,asia-northeast1,73.65,78.18,7858161709,11020796310,08-07-2024 11:05,11-07-2024 03:29,3.67,236.35,236,19588
res-LHZFUPDP,Cloud VPN,335.9038,GB,asia-southeast1,63.9,21.88,95554380366,98928289894,01-08-2024 01:40,02-08-2024 12:34,2.1,705.4,705,58515
res-AOZJGYUX,Pub/Sub,290.508,Requests,europe-west3,64.4,61.47,82517483439,90231208571,02-07-2024 08:34,06-07-2024 15:44,9.99,2902.17,2902,240866
res-NFHPGG0Z,Firestore,998.0055,Requests,northamerica-northeast1,72.52,76.42,71141485983,73658693575,16-08-2024 05:17,20-08-2024 10:05,5.54,5528.95,5529,458907
res-KRBRGY62,Compute Engine,129.6833,Hours,us-east1,43.54,40.44,83812667148,90347364290,15-07-2024 10:52,20-07-2024 20:33,6.1,791.07,791,65653
res-L0UE4NJN,Cloud Load Balancing,352.7508,GB,europe-west3,2.34,57.32,6503092444,10855614594,08-07-2024 21:09,10-07-2024 14:12,4.19,1478.03,1478,122674
res-YDT1D7I0,Cloud NAT,564.102,Requests,asia-southeast1,18.88,49.82,3688312366,4358233797,08-07-2024 16:39,11-07-2024 15:10,2.9,1635.9,1636,135788
res-LSZORKYT,Cloud Endpoints,898.8626,GB,us-east1,2.58,23.13,53035924242,63011001843,21-08-2024 04:37,24-08-2024 05:01,5.18,4656.11,4656,386448
res-TOM757KG,Compute Engine,142.35,Hours,asia-northeast1,79.34,95.42,86268017228,86566473016,13-07-2024 18:30,19-07-2024 16:51,7,996.45,996,82668
res-P3K1XB02,Kubernetes Engine,72.1167,Hours,northamerica-northeast1,30.82,50.6,89055577237,93163459140,24-07-2024 20:21,27-07-2024 20:28,8.17,589.19,589,48887
res-Q9JMMDUX,Cloud SQL,342.8746,Requests,northamerica-northeast1,55.67,44.48,42891926185,46557880799,21-08-2024 02:59,24-08-2024 22:25,7.65,2622.99,2623,217709
res-HGKJZW45,AI Platform,104.4167,Hours,asia-northeast1,77.76,26.69,46183519043,52895790556,08-07-2024 22:38,13-07-2024 07:03,4.06,423.93,424,35192
res-5V6UFGIT,Kubernetes Engine,98.75,Hours,europe-west1,82.78,31.85,58779022555,68138790366,30-07-2024 23:02,04-08-2024 01:47,8.69,858.14,858,71214
res-CDVJC43F,Cloud Run,29.9333,Hours,asia-southeast1,33.42,31.61,62393207408,64076790752,13-07-2024 19:17,15-07-2024 01:13,9.71,290.65,291,24153
res-QMCYY81X,Cloud Endpoints,247.0655,Requests,australia-southeast1,79.69,67.46,19398010695,23641523168,20-07-2024 18:56,24-07-2024 11:51,7.93,1959.23,1959,162597
res-VUSTFBR7,Cloud Load Balancing,529.6849,GB,asia-northeast1,65.42,29.42,51345086472,54488299958,14-07-2024 14:11,19-07-2024 09:24,4.64,2457.74,2458,204014
res-4PZ1KJHH,Cloud Functions,45.7667,Hours,asia-northeast1,92.04,82.45,31573493695,38621208749,11-07-2024 07:29,13-07-2024 05:15,5.52,252.63,253,20999
res-THEHRU3S,BigQuery,123.1474,GB,europe-west3,18.99,59.28,54377988584,58507427252,12-08-2024 01:47,16-08-2024 22:59,6.31,777.06,777,64491
res-F13OGCS1,Cloud Memorystore,415.0475,GB,europe-west3,65.15,81.42,61746897051,68053505667,11-08-2024 00:40,16-08-2024 20:33,1.33,552.01,552,45816
res-KGO1KFI6,Cloud Armor,562.1492,GB,asia-southeast1,10.79,45.08,66518850001,73243258909,24-08-2024 23:13,28-08-2024 01:49,8.23,4626.49,4626,383958
res-00VD7NNT,Cloud VPC,411.0275,Requests,europe-west1,57.33,79.37,65136667002,73782969971,18-07-2024 21:35,22-07-2024 08:06,3.2,1315.29,1315,109145
res-GCNCHXF4,Cloud Endpoints,137.2256,Requests,us-central1,62.81,7.46,92639349360,96100658663,18-08-2024 00:40,23-08-2024 20:21,9.68,1328.34,1328,110224
res-UMMHRIG7,Cloud SQL,28.625,GB,asia-southeast1,62.21,85.89,13767173260,23195002465,03-07-2024 04:47,04-07-2024 17:05,3.13,89.6,90,7470
res-O249RCT8,Cloud Interconnect,410.1007,Requests,us-east1,22.24,91.03,71907689924,74007087023,11-08-2024 01:50,15-08-2024 21:43,9.57,3924.66,3925,325775
res-O5HIQONO,Cloud SQL,930.9815,GB,southamerica-east1,93.73,55.25,27914653321,35789645194,10-08-2024 10:38,12-08-2024 00:52,5.35,4980.75,4981,413423
res-MSIXWNK6,Cloud Run,25.5167,Hours,southamerica-east1,27.55,95.39,99775084902,1.02755E+11,27-08-2024 02:05,28-08-2024 03:36,8.34,212.81,213,17679
res-9L80VK58,Cloud Dataproc,707.5327,Requests,asia-northeast1,54.99,32.47,85654937298,88135069507,12-08-2024 02:56,14-08-2024 00:46,3.89,2752.3,2752,228416
res-KNQJEPTH,Compute Engine,87.4167,Hours,us-central1,41.38,69.35,54770195468,61177105089,22-07-2024 22:40,26-07-2024 14:05,7.41,647.76,648,53784
res-BHG77DRY,AI Platform,116.0833,Hours,asia-southeast1,25.8,10.74,95116553397,1.04746E+11,26-07-2024 15:36,31-07-2024 11:41,9.7,1126.01,1126,93458
res-CGVIM3VM,Dataflow,131.05,Hours,us-central1,21.13,54.87,57269897913,59745397823,25-07-2024 21:00,31-07-2024 08:03,5.74,752.23,752,62416
res-4PLMEJQY,Pub/Sub,42.4428,Requests,asia-southeast1,75.12,96.34,39173049234,42992951761,19-08-2024 18:33,25-08-2024 05:02,1.9,80.64,81,6723
res-X0NWEN6B,Cloud Interconnect,577.1848,GB,australia-southeast1,38.24,36.55,30752391797,39657922545,03-08-2024 05:30,07-08-2024 01:48,7.42,4282.71,4283,355489
res-YA2CNX3Q,Cloud Run,107.8333,Hours,asia-southeast1,78.6,19.79,30805503990,36559591178,19-07-2024 21:32,24-07-2024 09:22,9.36,1009.32,1009,83747
res-7L8FKGV4,Cloud NAT,353.0524,Requests,europe-west3,79.54,64.97,52962884609,58738624105,11-07-2024 04:53,13-07-2024 07:15,9.01,3181,3181,264023
res-L83XSLB2,Cloud Load Balancing,515.6089,Requests,us-west1,85.75,45.93,88341396062,89182122222,16-08-2024 03:27,21-08-2024 03:26,4.41,2273.84,2274,188742
res-ORVHD3QJ,Cloud Dataproc,975.6498,Requests,us-east1,37.68,74.51,2399122689,3124427882,08-08-2024 03:49,09-08-2024 06:49,8.38,8175.95,8176,678608
res-WNYYXOZ8,Cloud Interconnect,806.53,GB,asia-east1,18.97,49.91,44920915235,54289153944,19-07-2024 02:37,21-07-2024 13:41,2.44,1967.93,1968,163344
res-OPAHBCNW,AI Platform,31.3667,Hours,us-east1,35.2,99.25,89684150560,93368091791,22-07-2024 18:55,24-07-2024 02:17,3.23,101.31,101,8383
res-9BXRHYAB,Cloud Armor,56.7674,GB,asia-northeast1,86.36,97.38,45663327294,48828713612,22-07-2024 00:53,23-07-2024 18:10,3.49,198.12,198,16434
res-IFIVJIKO,Container Registry,485.5364,Requests,europe-west1,70.34,22.79,57581322914,57670180278,25-08-2024 02:29,27-08-2024 13:25,6.64,3223.96,3224,267592
res-N63N1THH,AI Platform,50.2833,Hours,australia-southeast1,80.52,3.16,74408297866,81146963462,18-08-2024 06:44,20-08-2024 09:01,3.8,191.08,191,15853
res-YBFM0HGL,Cloud CDN,887.9699,Requests,us-central1,45.55,33.79,85612385477,94510658821,11-07-2024 08:06,13-07-2024 14:31,2.2,1953.53,1954,162182
res-0IP8J7AC,Compute Engine,109.15,Hours,northamerica-northeast1,46.61,20.63,79400349492,80102703395,01-08-2024 16:24,06-08-2024 05:33,8.91,972.53,973,80759
res-W2V0JO7D,Cloud Data Fusion,625.8686,Requests,europe-west1,12.86,16.46,54839097396,58099887115,23-08-2024 03:50,28-08-2024 15:22,8.68,5432.54,5433,450939
res-GGDLBTZY,AI Platform,46.1,Hours,northamerica-northeast1,95.23,25.07,38955545333,42050153986,22-08-2024 06:22,24-08-2024 04:28,3.83,176.56,177,14691
res-P764A8A1,Cloud Dataproc,496.2727,GB,us-central1,66.17,85.23,1003429085,7770971775,18-08-2024 11:04,19-08-2024 23:33,9.9,4913.1,4913,407779
res-M3J3HSIX,Container Registry,299.7279,GB,asia-northeast1,6.36,34.04,91124289122,96851845762,19-08-2024 15:52,24-08-2024 14:17,2.76,827.25,827,68641
res-0HQNQVI5,Cloud CDN,117.8769,GB,asia-east1,94.48,95.76,53055192457,55777052222,16-08-2024 16:53,19-08-2024 23:57,9.22,1086.83,1087,90221
res-35L3HOZL,Compute Engine,64.3167,Hours,europe-west3,10.75,31.36,64401229845,68443558418,03-07-2024 18:48,06-07-2024 11:07,9,578.85,579,48057
res-AUEOBCLI,Cloud Endpoints,109.713,GB,us-west1,84.67,35.96,98622822131,1.01745E+11,15-08-2024 23:34,20-08-2024 10:08,6.49,712.04,712,59096
res-P7E29M8B,Cloud Data Fusion,546.5469,Requests,us-east1,98.75,78.64,49438110444,55728177096,01-08-2024 16:45,04-08-2024 13:19,3.32,1814.54,1815,150645
res-ZCUUTLGI,Cloud Memorystore,584.1002,GB,asia-northeast1,36.26,92.8,76647365947,84035454490,24-07-2024 17:18,26-07-2024 17:56,8.57,5005.74,5006,415498
res-QL123BDS,Cloud Load Balancing,510.6689,GB,asia-southeast1,79.13,2.77,60470173731,60672911269,24-07-2024 15:38,30-07-2024 03:18,6.98,3564.47,3564,295812
res-L6L55VM8,Cloud Functions,32.8167,Hours,southamerica-east1,73.99,93.62,17702733118,20832837855,23-08-2024 15:01,24-08-2024 23:50,3.84,126.02,126,10458
res-2PQ8JLFF,Cloud CDN,301.1685,Requests,us-central1,64.93,53.51,33639295727,36839965337,20-08-2024 13:50,23-08-2024 13:12,2.22,668.59,669,55527
res-XUQR0FEN,Pub/Sub,744.5,GB,asia-northeast1,94.09,46.58,46437633971,46495564971,27-08-2024 06:09,01-09-2024 13:57,7.91,5888.99,5889,488787
res-0XF3LPGM,Cloud SQL,931.8438,GB,southamerica-east1,38.82,30.39,87922833079,97539696374,10-07-2024 16:07,16-07-2024 10:06,6.22,5796.07,5796,481068
res-K77K7HI1,BigQuery,769.3033,GB,us-central1,50.16,91.46,45773425452,49557900371,19-07-2024 07:12,24-07-2024 11:02,6.95,5346.66,5347,443801
res-B6UNMR1R,Compute Engine,105.55,Hours,us-west1,3.37,87.82,54964652526,55978858331,13-07-2024 09:15,17-07-2024 18:48,1.68,177.32,177,14691
res-XCONMZ4R,Cloud SQL,754.5171,Requests,asia-southeast1,41.13,18.29,80156463931,83917965863,09-08-2024 15:30,12-08-2024 04:40,4.34,3274.6,3275,271825
res-F5EMGMM8,Cloud SQL,948.2171,GB,northamerica-northeast1,22.26,20.26,97371163399,98298454729,01-08-2024 11:01,06-08-2024 12:24,5.6,5310.02,5310,440730
res-O3VMKAIQ,Cloud Interconnect,446.4162,Requests,asia-east1,44.43,72.55,49120972614,57160333323,18-08-2024 08:36,22-08-2024 10:09,6.33,2825.81,2826,234558
res-WNBNYM8O,Cloud CDN,394.3393,GB,northamerica-northeast1,84.72,56.53,29992475352,38236530466,26-07-2024 09:17,30-07-2024 22:04,7.36,2902.34,2902,240866
res-LOBNLX91,Cloud Run,32.35,Hours,us-east1,57.31,94.45,61403398421,67219029920,20-07-2024 21:13,22-07-2024 05:34,7.15,231.3,231,19173
res-04X4P614,Cloud Storage,163.497,GB,europe-west1,88.64,51.63,1075058312,8444601500,08-08-2024 04:09,13-08-2024 08:26,1.08,176.58,177,14691
res-09NGMZMO,Cloud Storage,570.1344,Requests,us-east1,6.2,55.19,63118343231,70812583160,22-07-2024 02:00,24-07-2024 03:49,3.47,1978.37,1978,164174
res-HPZG31IQ,Pub/Sub,548.395,GB,asia-southeast1,13.18,37.74,64482162259,67883170958,09-07-2024 23:43,12-07-2024 05:03,8.53,4677.81,4678,388274
res-6KO0D3WF,Cloud Memorystore,793.0592,GB,us-central1,64.73,87.5,37069716948,44355873519,25-08-2024 16:14,27-08-2024 12:23,3.55,2815.36,2815,233645
res-BIUTYIMI,Cloud Spanner,975.0557,GB,us-east1,78.98,27.19,13536351212,15874339023,25-07-2024 14:39,28-07-2024 10:57,3.66,3568.7,3569,296227
res-D1HIUXNT,Cloud Dataproc,709.8165,GB,us-east1,77.27,56.3,78065298345,78889159750,21-08-2024 15:30,26-08-2024 20:19,3.98,2825.07,2825,234475
res-AFB773PU,Pub/Sub,867.3309,GB,europe-north1,93.94,69.69,24385888545,33204791604,17-07-2024 16:42,20-07-2024 17:50,3.73,3235.14,3235,268505
res-4N1DTK2I,BigQuery,528.3413,Requests,us-east1,0.05,75.85,37307285450,40101055025,10-07-2024 17:13,14-07-2024 13:09,9.16,4839.61,4840,401720
res-SFJXVKKV,Firestore,639.0835,Requests,us-west1,24.8,95.47,47512963582,48898638003,17-07-2024 00:37,21-07-2024 08:41,9.6,6135.2,6135,509205
res-OYTZUKIA,Cloud Data Fusion,645.113,GB,us-east1,79.78,48.02,54561715828,60378719013,18-07-2024 19:27,19-07-2024 23:46,9.28,5986.65,5987,496921
res-WLX7A2R1,Cloud Storage,40.7426,Requests,asia-east1,48.74,84.32,1084525696,1908409950,21-08-2024 04:55,25-08-2024 17:27,2.93,119.38,119,9877
res-HX66EBRY,Dataflow,126.35,Hours,asia-northeast1,83.1,14.15,1147988415,2039725231,09-07-2024 16:58,14-07-2024 23:19,1.52,192.05,192,15936
res-7UGY460K,Pub/Sub,99.439,Requests,southamerica-east1,32.08,0.2,27035224267,30966799762,14-08-2024 22:35,19-08-2024 16:28,4.48,445.49,445,36935
res-13MDNGII,BigQuery,920.6326,GB,europe-west3,98.57,99.09,54809300779,55666754879,01-08-2024 08:09,04-08-2024 16:19,8.89,8184.42,8184,679272
res-ASCHOJSB,Kubernetes Engine,101.9333,Hours,europe-west3,88.82,39.26,63709431289,70241940966,28-07-2024 23:43,02-08-2024 05:39,1.33,135.57,136,11288
res-M3ZBKI2V,Cloud Memorystore,717.5885,Requests,us-central1,79.24,95.25,81736099653,88202065814,01-07-2024 03:32,02-07-2024 14:33,1.08,775,775,64325
res-ZVJ578GN,AI Platform,120.0333,Hours,asia-southeast1,95.69,89.69,41531939962,43212400155,13-08-2024 15:43,18-08-2024 15:45,5.11,613.37,613,50879
res-6EVRQG86,Cloud Interconnect,395.5674,GB,northamerica-northeast1,52.88,25.92,32232166555,37663255388,19-07-2024 16:57,24-07-2024 00:15,7.03,2780.84,2781,230823
res-XE6UW387,Cloud Load Balancing,587.3453,GB,us-east1,63.44,18.89,46826151869,48304722578,11-07-2024 08:54,13-07-2024 10:33,7.02,4123.16,4123,342209
res-6OMQ4VML,Cloud Armor,324.2647,GB,northamerica-northeast1,40.23,67.49,55430618756,56713923891,04-07-2024 01:45,07-07-2024 11:41,2.94,953.34,953,79099
res-W2W76LHZ,Cloud Interconnect,614.073,Requests,asia-southeast1,19.8,65.78,20383355094,22444401768,21-07-2024 02:58,22-07-2024 07:00,1.98,1215.86,1216,100928
res-XKCDKTD2,Cloud Armor,807.3648,GB,northamerica-northeast1,76.75,96.32,77535591565,77780082072,08-08-2024 00:37,11-08-2024 21:32,7.14,5764.58,5765,478495
res-JIXXZX0J,Cloud Build,16.8857,GB,australia-southeast1,46.66,62.41,58620649414,60728572134,31-07-2024 01:28,02-08-2024 01:50,1.26,21.28,21,1743
res-JS3UWAGV,Cloud Armor,407.0216,GB,australia-southeast1,45.75,59.94,54433106770,63658957107,29-07-2024 16:25,02-08-2024 03:18,6.88,2800.31,2800,232400
res-ZA5L8Z41,Cloud VPC,953.947,Requests,europe-west3,84.53,96.7,25150370134,26991644659,26-08-2024 18:02,30-08-2024 05:36,1.8,1717.1,1717,142511
res-V7ARIHDE,Cloud CDN,765.118,GB,asia-southeast1,77.63,99.01,60151911059,63678591085,07-07-2024 13:44,12-07-2024 12:33,4.05,3098.73,3099,257217
res-J6ZAWPRX,Dataflow,67.65,Hours,asia-east1,11.6,26.83,54241583252,59300414025,08-07-2024 01:41,10-07-2024 21:20,9.46,639.97,640,53120
res-83N992IF,Compute Engine,112.4167,Hours,europe-west3,2.99,45.28,27372833458,34999187336,23-07-2024 12:41,28-07-2024 05:06,5.07,569.95,570,47310
res-WK1ERI38,Compute Engine,134.2333,Hours,asia-east1,64.78,85.55,86766791508,90442562221,01-07-2024 17:03,07-07-2024 07:17,4.61,618.82,619,51377
res-6KHDCRDB,Kubernetes Engine,26.9667,Hours,europe-west1,52.87,12.57,32172473599,36455010138,04-08-2024 10:51,05-08-2024 13:49,5.68,153.17,153,12699
res-EM2XFZ8L,AI Platform,91.8667,Hours,asia-east1,71.61,22.98,68957858292,72151157511,03-07-2024 23:57,07-07-2024 19:49,8.18,751.47,751,62333
res-G09747ZS,AI Platform,92.7,Hours,asia-east1,89.11,63.51,74236760939,80802624246,30-07-2024 11:14,03-08-2024 07:56,7.64,708.23,708,58764
res-6BOEVI0R,Cloud SQL,527.927,GB,europe-west3,3.09,72.71,37778937466,46123023685,03-08-2024 00:59,08-08-2024 18:04,2.43,1282.86,1283,106489
res-NXRJ4YNL,Cloud VPC,661.2917,Requests,us-central1,24.84,34.47,91385878855,94431571544,03-08-2024 06:01,09-08-2024 01:43,6.55,4331.46,4331,359473
res-GZEVM27G,BigQuery,553.5392,Requests,europe-north1,17.41,99.05,88206941777,89059310119,12-08-2024 21:42,16-08-2024 19:28,6.59,3647.82,3648,302784
res-9N3H6DQ3,Cloud Functions,103.15,Hours,europe-west1,33.3,50.82,13312165667,20689261384,10-08-2024 11:07,14-08-2024 18:16,8.53,879.87,880,73040
res-VTF7HJFJ,Cloud Armor,175.9606,Requests,northamerica-northeast1,90.66,58.44,47065624520,47532415414,01-08-2024 10:35,06-08-2024 13:35,2.38,418.79,419,34777
res-MT5KX17K,Cloud Armor,765.7001,Requests,asia-east1,94.51,36.74,8522565438,9691206489,11-08-2024 06:56,14-08-2024 03:46,7.5,5742.75,5743,476669
res-MUK4Z2BS,Cloud Interconnect,526.0473,Requests,us-west1,85.96,27.08,21758984558,22007967520,12-08-2024 11:22,14-08-2024 12:05,8.41,4424.06,4424,367192
res-ZKMC08Q6,Cloud VPN,749.8458,GB,us-central1,37.77,12.91,51132749322,59370257849,06-07-2024 19:49,09-07-2024 22:12,5.91,4431.59,4432,367856
res-JVK1HOLG,Cloud Run,109.8833,Hours,europe-north1,56.67,18.24,34795591732,35121822183,23-08-2024 22:28,28-08-2024 12:21,6.47,710.94,711,59013
res-IFBHPEQV,Pub/Sub,450.7195,GB,europe-west1,71.14,15.17,66761864180,71076500379,14-08-2024 18:08,17-08-2024 00:57,1.14,513.82,514,42662
res-H40WACZG,Cloud Functions,132.7167,Hours,us-west1,12.98,59.81,65154191816,71604577471,23-07-2024 08:53,28-07-2024 21:36,6.65,882.57,883,73289
res-1WUR8G93,Cloud Interconnect,906.4412,GB,europe-west1,91.43,25.67,78793454310,84831401209,22-08-2024 07:16,24-08-2024 04:52,1.11,1006.15,1006,83498
res-TZCL1KUV,Dataflow,138.45,Hours,europe-west3,1,52.13,8497823584,12491610322,02-08-2024 09:11,08-08-2024 03:38,6.43,890.23,890,73870
res-C7QGGDW5,BigQuery,994.506,Requests,europe-west3,10.4,68.25,52643788421,53796037302,03-07-2024 12:29,07-07-2024 03:42,7.54,7498.58,7499,622417
res-73GWCHWA,Cloud Dataproc,79.2424,GB,us-central1,75.84,48.46,94036329618,98895434764,03-07-2024 03:46,08-07-2024 15:53,8.07,639.49,639,53037
res-EO8OTO8A,Pub/Sub,569.517,GB,asia-southeast1,47.53,47.88,68319038330,77502869111,06-08-2024 18:40,08-08-2024 16:32,1.67,951.09,951,78933
res-73ZAL0VC,Cloud Build,364.2323,GB,asia-northeast1,58.32,34.34,69480115831,74023232018,05-07-2024 13:27,09-07-2024 10:25,4.75,1730.1,1730,143590
res-YLWPCS4J,Firestore,273.6464,GB,europe-west1,34.12,17.38,52173189329,61683620439,19-08-2024 22:11,25-08-2024 21:08,4.36,1193.1,1193,99019
res-P1D6Y54C,Cloud VPN,845.0349,GB,us-east1,65.25,76.26,75758823867,82374899210,21-07-2024 14:13,23-07-2024 12:11,4.37,3692.8,3693,306519
res-P7GN3K3R,Cloud NAT,369.9806,GB,europe-west1,60.36,66.74,37635039600,38102762007,01-07-2024 02:48,05-07-2024 04:10,5.75,2127.39,2127,176541
res-MZB1S515,Cloud Storage,805.6513,Requests,southamerica-east1,53.72,31.97,51944180329,58006946262,01-07-2024 15:32,03-07-2024 12:43,6.4,5156.17,5156,427948
res-1T4FT6CF,Cloud Run,128.9667,Hours,europe-west1,59.04,8.79,78397568587,86790014321,20-07-2024 06:02,25-07-2024 15:00,3.44,443.65,444,36852
res-90LFZLNG,Cloud VPC,840.7866,Requests,northamerica-northeast1,19.53,64.79,12859809582,18748453944,18-08-2024 13:41,22-08-2024 15:55,4.83,4061,4061,337063
res-8N8FWB7N,Cloud Memorystore,524.3262,Requests,europe-west1,21.04,48.33,85399822660,87362033805,29-07-2024 02:55,31-07-2024 20:45,3.9,2044.87,2045,169735
res-EN9HYT2Z,Cloud Data Fusion,146.3289,Requests,australia-southeast1,69.53,65.04,75815855310,83358255319,25-08-2024 07:47,28-08-2024 19:51,3.98,582.39,582,48306
res-5L671N5R,Cloud Dataproc,979.532,GB,europe-north1,33.65,36.53,28103457034,34084735663,07-07-2024 22:25,13-07-2024 12:29,2.18,2135.38,2135,177205
res-1M0Q8CHS,Cloud Spanner,313.9518,Requests,asia-southeast1,87.12,92.54,8742956924,16294699180,04-08-2024 06:28,08-08-2024 13:38,1.28,401.86,402,33366
res-J6HX9Q39,Cloud Functions,132.6833,Hours,asia-east1,73.41,13.38,67560162667,76680669575,22-08-2024 11:36,28-08-2024 00:17,8.87,1176.9,1177,97691
res-WXMB7NAK,AI Platform,143.7667,Hours,northamerica-northeast1,79.32,90.15,80974628179,87896879355,15-07-2024 18:12,21-07-2024 17:58,6.09,875.54,876,72708
res-170DHBTE,Kubernetes Engine,114.5333,Hours,australia-southeast1,87.12,52.29,34053044273,34139736566,09-08-2024 20:25,14-08-2024 14:57,5.14,588.7,589,48887
res-Z5B8KSYG,Cloud Storage,91.8437,GB,southamerica-east1,45.37,23.16,62016239417,66467457936,12-07-2024 19:28,14-07-2024 02:00,6.5,596.98,597,49551
res-29Q20CVB,Cloud Endpoints,283.4613,GB,asia-northeast1,82.22,31.66,53579415957,54054318649,31-07-2024 00:50,04-08-2024 06:42,6.13,1737.62,1738,144254
res-GXCYBT0U,Cloud Load Balancing,156.8948,GB,northamerica-northeast1,52.3,67.42,71864987424,75402314789,06-07-2024 15:58,11-07-2024 20:24,5.12,803.3,803,66649
res-UGRRL92J,Compute Engine,124.3833,Hours,us-west1,69.06,98.73,13989750870,16209140144,27-08-2024 04:04,01-09-2024 08:27,8.23,1023.67,1024,84992
res-OT3AHW3P,Cloud Armor,337.8574,Requests,asia-southeast1,85.58,90.93,42286662930,42526481446,10-08-2024 18:58,16-08-2024 07:20,3.55,1199.39,1199,99517
res-302U0L3S,Cloud VPC,92.6792,GB,us-east1,51.25,51.34,37088440029,47028071539,27-07-2024 07:38,30-07-2024 16:42,8.79,814.65,815,67645
res-34QKC3L8,Pub/Sub,466.4178,GB,europe-west3,77.26,40.23,40823083814,41455680327,23-07-2024 17:08,25-07-2024 06:36,8.36,3899.25,3899,323617
res-7KU20OYT,Cloud Endpoints,263.0482,Requests,asia-southeast1,48.44,61.01,69487180961,78309360135,07-07-2024 10:30,12-07-2024 00:33,7.5,1972.86,1973,163759
